sale_id,sale_date,product_id,customer_id,total,rating
7139,02/03/24,4,60,600,5
8103,03/05/24,3,60,250,5
9893,08/03/24,4,60,600,4
10125,08/31/24,4,60,600,5
485,02/16/23,4,60,600,5
992,04/02/23,4,60,600,5
1080,04/09/23,12,60,300,5
1432,05/10/23,11,60,550,5
3290,09/22/23,24,60,500,5
3399,09/26/23,23,60,250,5
3606,10/02/23,23,60,250,5
5776,12/17/23,11,60,550,4
5873,12/20/23,14,60,320,5
7209,02/06/24,2,60,900,4
8079,03/04/24,4,60,600,4
10236,09/14/24,1,60,350,5
350,02/03/23,7,60,1500,5
3974,10/15/23,9,60,700,4
4845,11/15/23,4,60,600,4
8321,03/13/24,1,60,350,5
9842,07/27/24,2,60,900,4
1485,05/15/23,12,60,300,5
6848,01/23/24,3,60,250,5
7420,02/12/24,3,60,250,4
5948,12/23/23,14,60,320,4
7835,02/27/24,3,60,250,4
489,02/16/23,12,60,300,5
1630,05/29/23,9,60,700,5
3514,09/30/23,22,60,400,4
5371,12/02/23,10,60,1800,4
5964,12/23/23,14,60,320,4
2321,08/03/23,24,61,500,5
4084,10/20/23,1,61,350,4
4213,10/24/23,9,61,700,4
5600,12/10/23,9,61,700,5
5639,12/12/23,5,61,450,5
6736,01/19/24,3,61,250,5
6980,01/28/24,3,61,250,4
7082,02/01/24,2,61,900,5
7767,02/25/24,2,61,900,5
7980,03/02/24,2,61,900,5
8532,03/20/24,1,61,350,5
8982,04/15/24,3,61,250,5
250,01/26/23,16,61,500,5
933,03/28/23,25,61,600,5
2219,07/24/23,24,61,500,5
2554,08/26/23,24,61,500,5
3026,09/14/23,24,61,500,5
5490,12/07/23,5,61,450,5
5941,12/22/23,14,61,320,4
6422,01/08/24,14,61,320,4
8374,03/15/24,1,61,350,4
9533,06/16/24,1,61,350,5
9810,07/23/24,2,61,900,5
511,02/19/23,12,61,300,4
951,03/30/23,9,61,700,5
1720,06/05/23,28,61,300,4
2620,09/01/23,24,61,500,5
2678,09/03/23,24,61,500,5
3670,10/05/23,4,61,600,4
4664,11/09/23,7,61,1500,5
6371,01/06/24,14,61,320,4
2222,07/24/23,26,61,900,5
6800,01/21/24,3,61,250,4
7395,02/12/24,1,61,350,5
8932,04/09/24,2,61,900,4
6335,01/05/24,14,61,320,5
6837,01/23/24,2,61,900,5
9077,04/25/24,2,61,900,4
95,01/11/23,22,61,400,5
400,02/09/23,5,61,450,5
385,02/07/23,14,62,320,4
1399,05/08/23,9,62,700,4
1456,05/12/23,24,62,500,5
1719,06/05/23,28,62,300,5
2381,08/10/23,24,62,500,5
2512,08/22/23,24,62,500,5
2790,09/07/23,21,62,650,5
2999,09/13/23,24,62,500,5
4187,10/23/23,9,62,700,4
5829,12/19/23,9,62,700,5
7783,02/25/24,3,62,250,5
8219,03/09/24,2,62,900,5
9921,08/06/24,1,62,350,4
1220,04/23/23,4,62,600,5
1257,04/26/23,16,62,500,5
4061,10/19/23,4,62,600,4
6850,01/23/24,3,62,250,4
7331,02/10/24,1,62,350,5
8024,03/03/24,1,62,350,5
8879,04/02/24,3,62,250,5
9859,07/30/24,1,62,350,5
102,01/12/23,17,62,600,4
1633,05/29/23,20,62,800,5
3817,10/10/23,4,62,600,5
6055,12/26/23,14,62,320,5
2202,07/23/23,3,62,250,5
3689,10/05/23,9,62,700,5
4586,11/06/23,10,62,1800,4
6672,01/17/24,2,62,900,5
7779,02/25/24,3,62,250,5
8754,03/28/24,2,62,900,4
5550,12/09/23,3,62,250,4
3078,09/16/23,22,62,400,5
4755,11/12/23,8,62,750,4
5862,12/20/23,14,62,320,4
1600,05/26/23,12,63,300,5
1739,06/07/23,2,63,900,5
2448,08/16/23,24,63,500,5
3192,09/19/23,24,63,500,4
3583,10/02/23,4,63,600,5
3656,10/04/23,8,63,750,4
3977,10/15/23,9,63,700,4
5102,11/24/23,7,63,1500,5
5240,11/29/23,8,63,750,5
6490,01/10/24,14,63,320,5
6994,01/29/24,1,63,350,5
8606,03/23/24,1,63,350,4
9287,05/16/24,1,63,350,4
9500,06/12/24,1,63,350,5
627,03/01/23,6,63,1200,5
1443,05/11/23,20,63,800,5
2005,07/05/23,24,63,500,4
2038,07/08/23,25,63,600,5
3400,09/26/23,23,63,250,5
4848,11/15/23,5,63,450,5
7897,02/29/24,3,63,250,5
10014,08/16/24,1,63,350,4
124,01/15/23,7,63,1500,4
919,03/26/23,23,63,250,5
2389,08/10/23,24,63,500,5
3303,09/23/23,22,63,400,5
3317,09/23/23,24,63,500,5
4577,11/06/23,5,63,450,4
5711,12/15/23,6,63,1200,5
8186,03/08/24,2,63,900,4
8279,03/11/24,3,63,250,5
4981,11/20/23,1,63,350,5
7172,02/04/24,4,63,600,4
10147,09/03/24,4,63,600,4
7658,02/21/24,2,63,900,5
403,02/09/23,11,64,550,5
645,03/02/23,7,64,1500,5
768,03/11/23,14,64,320,4
2652,09/02/23,24,64,500,4
2907,09/10/23,22,64,400,5
5866,12/20/23,14,64,320,4
7570,02/18/24,1,64,350,5
7902,02/29/24,4,64,600,5
8674,03/25/24,1,64,350,5
9126,05/01/24,2,64,900,4
9982,08/12/24,3,64,250,4
2028,07/08/23,3,64,250,5
2852,09/09/23,21,64,650,4
3643,10/04/23,5,64,450,4
4075,10/19/23,8,64,750,4
4412,11/01/23,9,64,700,4
6381,01/06/24,14,64,320,4
8195,03/08/24,2,64,900,5
8968,04/13/24,3,64,250,4
10038,08/20/24,2,64,900,5
10136,09/03/24,1,64,350,4
839,03/17/23,24,64,500,4
1226,04/23/23,19,64,300,4
2088,07/13/23,22,64,400,5
2253,07/27/23,27,64,200,5
3488,09/29/23,22,64,400,5
3553,10/01/23,23,64,250,5
9948,08/08/24,4,64,600,5
2445,08/16/23,24,64,500,5
2922,09/10/23,23,64,250,5
3515,09/30/23,22,64,400,5
8502,03/19/24,1,64,350,5
9937,08/07/24,3,64,250,5
3095,09/17/23,22,64,400,4
5521,12/08/23,4,64,600,4
9575,06/22/24,1,64,350,4
1761,06/09/23,3,64,250,4
5199,11/28/23,2,64,900,4
6212,01/01/24,14,64,320,5
7390,02/11/24,4,64,600,4
898,03/24/23,11,65,550,4
1011,04/03/23,3,65,250,4
1102,04/11/23,4,65,600,4
1462,05/13/23,13,65,450,5
1814,06/14/23,19,65,300,4
2017,07/07/23,2,65,900,5
2580,08/28/23,24,65,500,4
2840,09/08/23,23,65,250,5
4199,10/24/23,4,65,600,4
4871,11/16/23,3,65,250,4
6788,01/21/24,2,65,900,4
8041,03/03/24,3,65,250,5
9084,04/26/24,1,65,350,5
79,01/10/23,8,65,750,5
521,02/20/23,15,65,350,5
750,03/10/23,10,65,1800,5
876,03/21/23,27,65,200,5
1414,05/09/23,5,65,450,4
1757,06/08/23,19,65,300,4
2516,08/23/23,24,65,500,4
3226,09/21/23,21,65,650,5
3765,10/08/23,2,65,900,4
4053,10/18/23,11,65,550,5
4237,10/25/23,11,65,550,5
4790,11/13/23,8,65,750,5
5007,11/20/23,11,65,550,5
5431,12/04/23,11,65,550,5
7626,02/19/24,4,65,600,5
8240,03/10/24,1,65,350,4
8387,03/15/24,2,65,900,4
8446,03/17/24,2,65,900,5
8463,03/17/24,4,65,600,5
9075,04/25/24,2,65,900,5
9675,07/03/24,4,65,600,5
10154,09/04/24,3,65,250,5
340,02/02/23,7,65,1500,4
1081,04/09/23,13,65,450,4
1145,04/15/23,9,65,700,5
2744,09/05/23,24,65,500,5
2978,09/12/23,24,65,500,4
3333,09/24/23,22,65,400,4
3445,09/28/23,21,65,650,4
3609,10/02/23,24,65,500,4
3868,10/12/23,2,65,900,4
3944,10/14/23,7,65,1500,4
6320,01/04/24,14,65,320,5
10155,09/04/24,3,65,250,4
3154,09/18/23,24,65,500,4
5905,12/21/23,14,65,320,4
1885,06/23/23,1,65,350,4
5120,11/25/23,5,65,450,5
5454,12/05/23,11,65,550,4
162,01/18/23,11,65,550,4
3187,09/19/23,24,65,500,5
286,01/29/23,26,66,900,4
711,03/06/23,28,66,300,5
836,03/17/23,12,66,300,5
1389,05/07/23,4,66,600,4
1552,05/21/23,27,66,200,4
2345,08/06/23,24,66,500,5
2777,09/06/23,24,66,500,5
4735,11/11/23,11,66,550,4
6370,01/06/24,14,66,320,4
6592,01/14/24,1,66,350,5
7362,02/11/24,1,66,350,5
7363,02/11/24,2,66,900,5
9983,08/12/24,3,66,250,5
320,02/01/23,2,66,900,4
577,02/24/23,17,66,600,5
932,03/28/23,19,66,300,5
1208,04/22/23,10,66,1800,5
3654,10/04/23,7,66,1500,4
3883,10/12/23,8,66,750,5
4892,11/17/23,5,66,450,4
4989,11/20/23,3,66,250,4
6544,01/12/24,3,66,250,4
9688,07/05/24,2,66,900,4
10323,09/25/24,2,66,900,5
352,02/03/23,9,66,700,4
4451,11/02/23,9,66,700,5
4839,11/15/23,2,66,900,5
6906,01/25/24,4,66,600,5
8303,03/12/24,2,66,900,4
9372,05/25/24,4,66,600,5
9766,07/17/24,2,66,900,4
2506,08/22/23,24,66,500,5
3468,09/28/23,24,66,500,5
4682,11/10/23,4,66,600,5
5046,11/22/23,3,66,250,5
4647,11/09/23,1,66,350,5
530,02/21/23,16,66,500,5
3075,09/16/23,22,66,400,4
3270,09/22/23,22,66,400,4
4496,11/04/23,2,66,900,5
7333,02/10/24,2,66,900,5
621,02/28/23,24,67,500,5
1762,06/09/23,5,67,450,4
2916,09/10/23,23,67,250,5
2945,09/11/23,22,67,400,4
3039,09/15/23,22,67,400,5
3331,09/24/23,22,67,400,4
3428,09/27/23,23,67,250,4
3821,10/10/23,5,67,450,5
5251,11/29/23,11,67,550,5
6704,01/18/24,2,67,900,4
7935,03/01/24,2,67,900,4
9051,04/22/24,3,67,250,5
492,02/16/23,17,67,600,5
2400,08/11/23,24,67,500,4
3608,10/02/23,24,67,500,4
4904,11/17/23,9,67,700,4
5100,11/24/23,6,67,1200,5
5508,12/08/23,1,67,350,4
8407,03/16/24,1,67,350,5
8819,03/30/24,2,67,900,4
9635,06/29/24,3,67,250,4
269,01/27/23,20,67,800,4
338,02/02/23,5,67,450,4
428,02/11/23,12,67,300,4
6531,01/12/24,2,67,900,5
10261,09/18/24,1,67,350,4
6340,01/05/24,14,67,320,4
6798,01/21/24,3,67,250,5
5943,12/22/23,14,67,320,5
258,01/26/23,26,67,900,5
1134,04/14/23,12,67,300,4
2505,08/22/23,24,67,500,5
3706,10/06/23,5,67,450,4
4899,11/17/23,6,67,1200,5
6454,01/09/24,14,67,320,4
662,03/03/23,4,68,600,5
1397,05/07/23,28,68,300,5
1898,06/24/23,24,68,500,4
2896,09/10/23,21,68,650,5
3756,10/07/23,9,68,700,5
6134,12/29/23,14,68,320,4
6520,01/12/24,1,68,350,4
8311,03/12/24,3,68,250,4
8597,03/22/24,3,68,250,4
9015,04/18/24,4,68,600,4
9741,07/13/24,2,68,900,5
10018,08/16/24,4,68,600,5
8,01/02/23,2,68,900,5
301,01/30/23,23,68,250,5
865,03/21/23,1,68,350,5
3696,10/06/23,1,68,350,5
4571,11/06/23,3,68,250,5
4684,11/10/23,5,68,450,5
5067,11/23/23,1,68,350,4
5263,11/30/23,3,68,250,5
6434,01/08/24,14,68,320,5
6438,01/08/24,14,68,320,5
6853,01/23/24,4,68,600,4
8527,03/19/24,4,68,600,5
9087,04/26/24,3,68,250,4
9093,04/27/24,3,68,250,5
9136,05/01/24,4,68,600,5
9657,07/01/24,4,68,600,4
9682,07/04/24,4,68,600,4
2062,07/11/23,9,68,700,5
2223,07/25/23,3,68,250,5
3811,10/10/23,2,68,900,4
4330,10/28/23,11,68,550,4
6631,01/15/24,4,68,600,4
7204,02/06/24,1,68,350,4
7872,02/28/24,3,68,250,4
9882,08/02/24,3,68,250,5
2640,09/02/23,24,68,500,5
4497,11/04/23,2,68,900,4
4555,11/05/23,8,68,750,4
6851,01/23/24,4,68,600,4
146,01/17/23,1,68,350,5
1797,06/12/23,14,68,320,4
3055,09/15/23,24,68,500,4
625,03/01/23,4,68,600,4
6407,01/07/24,14,68,320,4
7183,02/05/24,2,68,900,4
7218,02/06/24,3,68,250,5
1802,06/13/23,20,69,800,4
2702,09/04/23,24,69,500,4
3591,10/02/23,9,69,700,5
3634,10/04/23,1,69,350,5
3835,10/10/23,10,69,1800,4
7425,02/12/24,3,69,250,4
9832,07/25/24,4,69,600,5
10367,09/30/24,1,69,350,5
10382,10/01/24,1,69,350,4
175,01/19/23,14,69,320,5
554,02/22/23,27,69,200,5
2187,07/22/23,4,69,600,4
2548,08/26/23,24,69,500,5
2633,09/01/23,24,69,500,4
3356,09/25/23,21,69,650,5
4190,10/23/23,10,69,1800,5
4526,11/05/23,1,69,350,4
4852,11/15/23,8,69,750,4
7148,02/04/24,1,69,350,4
7841,02/27/24,3,69,250,5
8072,03/04/24,3,69,250,4
8621,03/23/24,2,69,900,4
9043,04/21/24,4,69,600,5
52,01/06/23,15,69,350,5
678,03/04/23,12,69,300,4
1149,04/15/23,20,69,800,4
2270,07/29/23,23,69,250,4
6603,01/14/24,3,69,250,5
10069,08/23/24,2,69,900,4
6721,01/19/24,1,69,350,4
6955,01/27/24,3,69,250,5
7604,02/19/24,1,69,350,5
1508,05/17/23,20,69,800,4
3294,09/23/23,21,69,650,5
5896,12/21/23,14,69,320,4
7846,02/27/24,3,69,250,4
10225,09/13/24,2,69,900,4
8584,03/22/24,1,69,350,5
2328,08/03/23,24,70,500,4
4366,10/30/23,10,70,1800,4
5197,11/28/23,1,70,350,5
5553,12/09/23,4,70,600,5
5934,12/22/23,14,70,320,5
6224,01/01/24,14,70,320,5
6321,01/04/24,14,70,320,4
8481,03/18/24,3,70,250,4
9008,04/18/24,1,70,350,5
9823,07/24/24,3,70,250,4
10062,08/22/24,3,70,250,4
1417,05/09/23,12,70,300,5
1586,05/24/23,20,70,800,5
2279,07/30/23,11,70,550,5
2940,09/11/23,22,70,400,5
3871,10/12/23,4,70,600,5
3906,10/13/23,5,70,450,4
5306,12/01/23,6,70,1200,5
6686,01/17/24,4,70,600,5
7193,02/05/24,4,70,600,4
8273,03/11/24,2,70,900,4
8431,03/16/24,4,70,600,5
9383,05/26/24,4,70,600,4
3271,09/22/23,22,70,400,5
3914,10/13/23,7,70,1500,5
5655,12/12/23,11,70,550,5
8298,03/12/24,1,70,350,5
8913,04/06/24,1,70,350,5
141,01/16/23,14,70,320,5
1227,04/23/23,20,70,800,5
5377,12/03/23,1,70,350,4
5421,12/04/23,8,70,750,4
5730,12/16/23,3,70,250,5
9621,06/27/24,3,70,250,4
9883,08/02/24,3,70,250,5
1772,06/10/23,12,70,300,5
3279,09/22/23,23,70,250,5
4569,11/06/23,3,70,250,4
105,01/12/23,21,71,650,4
3204,09/20/23,21,71,650,5
4738,11/12/23,2,71,900,4
7355,02/11/24,1,71,350,4
7448,02/13/24,3,71,250,5
10235,09/13/24,4,71,600,4
513,02/19/23,28,71,300,5
689,03/04/23,26,71,900,4
1674,06/02/23,14,71,320,4
1784,06/11/23,7,71,1500,5
1835,06/16/23,12,71,300,5
5620,12/11/23,6,71,1200,4
6139,12/29/23,14,71,320,4
7134,02/03/24,3,71,250,4
7210,02/06/24,2,71,900,4
7498,02/15/24,3,71,250,5
7928,03/01/24,2,71,900,5
8248,03/10/24,2,71,900,5
9478,06/08/24,3,71,250,4
10196,09/09/24,2,71,900,4
179,01/20/23,1,71,350,4
1845,06/17/23,26,71,900,5
2011,07/06/23,5,71,450,5
2216,07/24/23,20,71,800,4
2542,08/26/23,24,71,500,5
3668,10/05/23,2,71,900,5
3873,10/12/23,4,71,600,5
4409,11/01/23,8,71,750,4
4511,11/04/23,8,71,750,4
7013,01/29/24,3,71,250,5
6213,01/01/24,14,71,320,4
7645,02/20/24,3,71,250,5
1062,04/08/23,6,71,1200,4
7076,01/31/24,4,71,600,4
8930,04/09/24,1,71,350,5
237,01/25/23,4,71,600,4
7016,01/29/24,3,71,250,5
331,02/01/23,23,72,250,4
855,03/19/23,9,72,700,5
1836,06/16/23,17,72,600,4
3037,09/15/23,21,72,650,4
3341,09/24/23,23,72,250,5
4154,10/22/23,11,72,550,5
6098,12/28/23,14,72,320,5
7033,01/30/24,2,72,900,4
9041,04/21/24,3,72,250,5
9607,06/25/24,2,72,900,5
1400,05/08/23,10,72,1800,4
1733,06/06/23,18,72,450,4
1865,06/21/23,1,72,350,5
3348,09/24/23,24,72,500,4
3554,10/01/23,23,72,250,5
4582,11/06/23,8,72,750,4
4913,11/18/23,1,72,350,5
5059,11/22/23,11,72,550,4
6024,12/25/23,14,72,320,4
6650,01/16/24,3,72,250,5
7161,02/04/24,2,72,900,4
8435,03/17/24,1,72,350,4
8644,03/24/24,2,72,900,5
9345,05/23/24,3,72,250,5
10164,09/05/24,3,72,250,4
314,01/31/23,21,72,650,5
503,02/18/23,11,72,550,5
767,03/11/23,14,72,320,5
1126,04/13/23,25,72,600,5
2029,07/08/23,4,72,600,5
2359,08/07/23,24,72,500,5
2428,08/14/23,24,72,500,4
3496,09/29/23,23,72,250,5
4722,11/11/23,8,72,750,4
6356,01/05/24,14,72,320,4
6756,01/20/24,2,72,900,5
6930,01/26/24,3,72,250,5
7584,02/18/24,2,72,900,4
2693,09/03/23,24,72,500,4
3997,10/16/23,8,72,750,4
5349,12/02/23,3,72,250,4
2049,07/09/23,27,72,200,4
9215,05/09/24,1,72,350,4
133,01/16/23,5,72,450,4
1236,04/24/23,12,73,300,5
3921,10/13/23,11,73,550,4
5544,12/09/23,1,73,350,5
5727,12/16/23,2,73,900,4
6113,12/28/23,14,73,320,5
7306,02/09/24,3,73,250,4
7542,02/17/24,1,73,350,5
8148,03/06/24,4,73,600,4
8177,03/08/24,1,73,350,5
9918,08/05/24,4,73,600,4
824,03/16/23,15,73,350,4
1244,04/25/23,6,73,1200,4
1392,05/07/23,9,73,700,5
3681,10/05/23,8,73,750,4
3740,10/07/23,4,73,600,5
4147,10/22/23,9,73,700,5
4492,11/03/23,11,73,550,5
6048,12/26/23,14,73,320,4
8021,03/02/24,4,73,600,4
8525,03/19/24,3,73,250,4
9010,04/18/24,2,73,900,5
10219,09/12/24,4,73,600,4
10253,09/16/24,4,73,600,5
215,01/24/23,1,73,350,4
242,01/25/23,15,73,350,4
1108,04/11/23,26,73,900,5
1293,04/29/23,1,73,350,4
1820,06/15/23,8,73,750,5
1950,07/01/23,10,73,1800,5
4507,11/04/23,6,73,1200,4
4847,11/15/23,5,73,450,4
8669,03/24/24,4,73,600,5
1350,05/03/23,22,73,400,5
3967,10/15/23,5,73,450,5
10245,09/15/24,1,73,350,4
2337,08/05/23,24,73,500,5
3163,09/19/23,21,73,650,5
4675,11/10/23,1,73,350,4
5167,11/27/23,3,73,250,4
7310,02/09/24,3,73,250,4
131,01/16/23,3,74,250,5
1782,06/11/23,5,74,450,4
1816,06/14/23,26,74,900,4
1860,06/20/23,12,74,300,4
2654,09/02/23,24,74,500,4
4994,11/20/23,5,74,450,5
5090,11/24/23,1,74,350,4
7228,02/07/24,1,74,350,4
7392,02/11/24,4,74,600,5
8470,03/18/24,1,74,350,4
9434,06/01/24,3,74,250,5
84,01/10/23,20,74,800,4
2167,07/21/23,1,74,350,5
2920,09/10/23,23,74,250,4
3456,09/28/23,23,74,250,5
4792,11/13/23,9,74,700,4
5604,12/10/23,11,74,550,5
7577,02/18/24,1,74,350,5
8474,03/18/24,2,74,900,4
9458,06/05/24,2,74,900,5
10361,09/29/24,2,74,900,4
117,01/14/23,15,74,350,5
1039,04/06/23,14,74,320,5
1531,05/19/23,13,74,450,4
1727,06/06/23,12,74,300,5
2308,08/02/23,11,74,550,4
3497,09/29/23,23,74,250,5
3562,10/01/23,23,74,250,5
3840,10/10/23,11,74,550,5
3891,10/12/23,9,74,700,5
4173,10/23/23,5,74,450,5
9193,05/07/24,3,74,250,4
2592,08/30/23,24,74,500,5
2972,09/12/23,23,74,250,4
7251,02/07/24,4,74,600,4
1990,07/04/23,9,74,700,5
6203,12/31/23,14,74,320,4
7496,02/15/24,2,74,900,4
7666,02/21/24,3,74,250,4
7708,02/23/24,1,74,350,5
2625,09/01/23,24,74,500,4
5985,12/24/23,14,74,320,5
7965,03/02/24,1,74,350,4
9998,08/13/24,4,74,600,4
203,01/22/23,26,75,900,4
576,02/24/23,17,75,600,5
1899,06/24/23,26,75,900,4
2302,08/01/23,18,75,450,5
3602,10/02/23,21,75,650,5
5821,12/19/23,5,75,450,4
7128,02/03/24,2,75,900,4
7785,02/25/24,4,75,600,4
10264,09/18/24,3,75,250,5
1664,06/01/23,24,75,500,5
1947,07/01/23,6,75,1200,5
2757,09/06/23,24,75,500,5
3834,10/10/23,9,75,700,4
4850,11/15/23,7,75,1500,4
8084,03/04/24,4,75,600,5
9115,04/30/24,4,75,600,4
414,02/10/23,1,75,350,5
2313,08/02/23,24,75,500,5
2467,08/18/23,24,75,500,5
2797,09/07/23,23,75,250,5
6566,01/13/24,2,75,900,4
6787,01/21/24,2,75,900,4
8421,03/16/24,4,75,600,4
2675,09/03/23,24,75,500,4
8904,04/05/24,2,75,900,4
6655,01/16/24,3,75,250,5
7112,02/02/24,3,75,250,4
8476,03/18/24,2,75,900,4
67,01/08/23,21,76,650,4
622,02/28/23,27,76,200,5
883,03/22/23,18,76,450,5
1535,05/19/23,23,76,250,4
2315,08/02/23,24,76,500,4
2525,08/24/23,24,76,500,5
4928,11/18/23,7,76,1500,4
7196,02/05/24,4,76,600,5
8217,03/09/24,2,76,900,4
9913,08/05/24,2,76,900,4
10198,09/09/24,4,76,600,5
10232,09/13/24,4,76,600,5
10246,09/15/24,2,76,900,5
36,01/04/23,22,76,400,4
4681,11/10/23,4,76,600,5
5152,11/26/23,6,76,1200,4
5159,11/26/23,10,76,1800,4
5190,11/27/23,9,76,700,5
5491,12/07/23,6,76,1200,5
6009,12/25/23,14,76,320,4
6484,01/10/24,14,76,320,5
9754,07/14/24,4,76,600,5
183,01/20/23,13,76,450,4
415,02/10/23,2,76,900,4
597,02/26/23,13,76,450,4
1913,06/27/23,10,76,1800,4
2550,08/26/23,24,76,500,5
2553,08/26/23,24,76,500,4
2565,08/28/23,24,76,500,5
2894,09/10/23,21,76,650,4
3419,09/27/23,22,76,400,5
3603,10/02/23,22,76,400,5
3650,10/04/23,6,76,1200,5
4513,11/04/23,9,76,700,5
5465,12/06/23,7,76,1500,4
5702,12/15/23,1,76,350,4
574,02/24/23,12,76,300,5
7389,02/11/24,4,76,600,4
8701,03/26/24,1,76,350,5
9248,05/11/24,4,76,600,5
7832,02/27/24,2,76,900,5
10083,08/25/24,3,76,250,5
10130,09/01/24,3,76,250,5
1440,05/11/23,10,77,1800,5
1629,05/29/23,4,77,600,4
4338,10/29/23,2,77,900,5
5261,11/30/23,3,77,250,5
5526,12/08/23,7,77,1500,4
6382,01/06/24,14,77,320,5
6741,01/19/24,3,77,250,5
7401,02/12/24,1,77,350,5
7970,03/02/24,1,77,350,5
8353,03/14/24,2,77,900,4
9689,07/05/24,2,77,900,4
9959,08/10/24,2,77,900,5
10079,08/25/24,1,77,350,4
94,01/11/23,20,77,800,5
1175,04/19/23,7,77,1500,4
2560,08/27/23,24,77,500,4
2598,08/31/23,24,77,500,4
3278,09/22/23,23,77,250,4
6061,12/26/23,14,77,320,4
7062,01/31/24,3,77,250,4
7464,02/13/24,4,77,600,5
7597,02/18/24,4,77,600,4
591,02/25/23,28,77,300,5
1014,04/03/23,9,77,700,5
1599,05/26/23,11,77,550,5
4042,10/18/23,6,77,1200,5
4915,11/18/23,3,77,250,5
10206,09/11/24,1,77,350,5
461,02/14/23,19,77,300,4
1317,05/01/23,12,77,300,4
5924,12/22/23,14,77,320,4
7250,02/07/24,4,77,600,4
442,02/12/23,26,77,900,4
3770,10/08/23,7,77,1500,5
6271,01/03/24,14,77,320,4
8129,03/06/24,1,77,350,4
9025,04/19/24,3,77,250,4
9045,04/22/24,1,77,350,4
327,02/01/23,13,77,450,5
1372,05/05/23,15,77,350,5
3624,10/03/23,7,77,1500,4
4523,11/04/23,11,77,550,4
5099,11/24/23,4,77,600,4
5456,12/06/23,2,77,900,4
8335,03/13/24,3,77,250,4
578,02/24/23,23,78,250,5
605,02/26/23,28,78,300,5
1457,05/13/23,3,78,250,4
1669,06/02/23,9,78,700,4
3524,09/30/23,23,78,250,5
4186,10/23/23,9,78,700,5
5611,12/11/23,2,78,900,4
6637,01/16/24,1,78,350,5
6985,01/28/24,4,78,600,5
7465,02/13/24,4,78,600,4
7621,02/19/24,4,78,600,4
8101,03/05/24,2,78,900,4
9351,05/23/24,4,78,600,5
9651,07/01/24,3,78,250,4
9929,08/06/24,4,78,600,5
1385,05/06/23,18,78,450,5
1790,06/11/23,17,78,600,4
2104,07/15/23,19,78,300,4
3229,09/21/23,21,78,650,4
3929,10/14/23,2,78,900,5
5754,12/17/23,2,78,900,4
5884,12/21/23,14,78,320,4
6536,01/12/24,3,78,250,5
8753,03/28/24,2,78,900,4
9030,04/20/24,1,78,350,5
10029,08/18/24,4,78,600,4
684,03/04/23,20,78,800,5
2630,09/01/23,24,78,500,5
2903,09/10/23,22,78,400,5
3749,10/07/23,6,78,1200,5
4106,10/21/23,2,78,900,5
4530,11/05/23,2,78,900,5
5536,12/08/23,9,78,700,4
9260,05/13/24,3,78,250,4
3291,09/22/23,24,78,500,4
6244,01/02/24,14,78,320,4
6806,01/22/24,1,78,350,4
572,02/24/23,9,78,700,4
2198,07/22/23,23,78,250,4
4859,11/15/23,9,78,700,4
8257,03/10/24,4,78,600,5
78,01/10/23,4,78,600,4
1129,04/14/23,8,78,750,5
1938,06/30/23,6,78,1200,5
3206,09/20/23,22,78,400,5
7206,02/06/24,1,78,350,4
3261,09/22/23,21,79,650,5
6778,01/21/24,1,79,350,5
6864,01/24/24,1,79,350,4
6968,01/28/24,1,79,350,4
7098,02/01/24,4,79,600,4
1034,04/05/23,26,79,900,4
1321,05/01/23,19,79,300,5
1610,05/27/23,3,79,250,4
2905,09/10/23,22,79,400,4
4436,11/02/23,4,79,600,4
6535,01/12/24,3,79,250,4
6679,01/17/24,3,79,250,5
7140,02/03/24,4,79,600,5
7595,02/18/24,4,79,600,5
7722,02/23/24,3,79,250,4
8033,03/03/24,1,79,350,4
8139,03/06/24,2,79,900,4
8198,03/08/24,3,79,250,5
8605,03/23/24,1,79,350,5
8635,03/23/24,4,79,600,5
9676,07/04/24,1,79,350,4
360,02/04/23,1,79,350,5
1651,05/31/23,26,79,900,5
2199,07/22/23,24,79,500,5
2242,07/26/23,20,79,800,4
5058,11/22/23,10,79,1800,4
4250,10/26/23,4,79,600,5
6260,01/03/24,14,79,320,5
10221,09/13/24,1,79,350,4
534,02/21/23,19,80,300,4
1729,06/06/23,15,80,350,5
3280,09/22/23,23,80,250,5
4469,11/03/23,3,80,250,5
5301,12/01/23,5,80,450,5
7703,02/23/24,1,80,350,4
9874,08/01/24,3,80,250,4
1112,04/12/23,3,80,250,5
1672,06/02/23,12,80,300,5
3533,10/01/23,21,80,650,4
3854,10/11/23,8,80,750,4
6528,01/12/24,2,80,900,5
7057,01/31/24,2,80,900,5
7305,02/09/24,3,80,250,5
7796,02/26/24,1,80,350,4
2965,09/12/23,22,80,400,5
3768,10/08/23,6,80,1200,4
4270,10/27/23,4,80,600,4
345,02/02/23,28,80,300,4
853,03/19/23,8,80,750,4
3598,10/02/23,21,80,650,4
10070,08/23/24,2,80,900,5
416,02/10/23,6,80,1200,4
4440,11/02/23,5,80,450,4
8199,03/08/24,3,80,250,5
8511,03/19/24,2,80,900,4
1155,04/16/23,11,81,550,4
1403,05/08/23,18,81,450,5
1568,05/23/23,2,81,900,4
1724,06/06/23,8,81,750,4
3511,09/30/23,22,81,400,5
3755,10/07/23,8,81,750,5
4183,10/23/23,8,81,750,5
